mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.07063398361206055,0.003740566913332003,0.021945619583129884,0.0025949227576498777,10,2,sigmoid,"{'C': 10, 'degree': 2, 'kernel': 'sigmoid'}",0.725,0.9,0.7625,0.7875,0.8375,0.8025,0.06093028803476973,21,0.890625,0.88125,0.875,0.878125,0.8875,0.8825000000000001,0.005796011559684801
0.20241961479187012,0.006878452134661477,0.0352668285369873,0.0033431851737001266,10,3,rbf,"{'C': 10, 'degree': 3, 'kernel': 'rbf'}",0.8625,1.0,0.9,0.875,0.9125,0.9099999999999999,0.048347699014534284,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.11121692657470703,0.0034959815106386798,0.027674245834350585,0.001593232552834806,10,3,linear,"{'C': 10, 'degree': 3, 'kernel': 'linear'}",0.8625,0.975,0.9125,0.8625,0.9625,0.915,0.04769696007084726,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2398543357849121,0.010105730909093556,0.03172941207885742,0.0019659548705103225,10,3,poly,"{'C': 10, 'degree': 3, 'kernel': 'poly'}",0.675,0.9125,0.775,0.8,0.75,0.7825,0.07729812416870152,24,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06959443092346192,0.002973528694257554,0.020739173889160155,0.0017194538834538798,10,3,sigmoid,"{'C': 10, 'degree': 3, 'kernel': 'sigmoid'}",0.725,0.9,0.7625,0.7875,0.8375,0.8025,0.06093028803476973,21,0.890625,0.88125,0.875,0.878125,0.8875,0.8825000000000001,0.005796011559684801
0.20385828018188476,0.007452803845538092,0.03308415412902832,0.0009103452406840707,100,2,rbf,"{'C': 100, 'degree': 2, 'kernel': 'rbf'}",0.8625,1.0,0.9,0.875,0.9125,0.9099999999999999,0.048347699014534284,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.10696992874145508,0.002467639769206495,0.02624173164367676,0.001703453042608348,100,2,linear,"{'C': 100, 'degree': 2, 'kernel': 'linear'}",0.8625,0.975,0.9125,0.8625,0.9625,0.915,0.04769696007084726,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2572438716888428,0.047169340328486645,0.053890323638916014,0.031375851484979386,100,2,poly,"{'C': 100, 'degree': 2, 'kernel': 'poly'}",0.7625,0.8625,0.8375,0.7625,0.825,0.8099999999999999,0.04062019202317984,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06273250579833985,0.00952823711548741,0.01746091842651367,0.0026086573058626008,100,2,sigmoid,"{'C': 100, 'degree': 2, 'kernel': 'sigmoid'}",0.5625,0.7875,0.65,0.7375,0.725,0.6925,0.07850159234053791,27,0.921875,0.9,0.903125,0.89375,0.915625,0.906875,0.010345590848279273
0.21587443351745605,0.014610725697798201,0.033316612243652344,0.0026383971980788587,100,3,rbf,"{'C': 100, 'degree': 3, 'kernel': 'rbf'}",0.8625,1.0,0.9,0.875,0.9125,0.9099999999999999,0.048347699014534284,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.12007322311401367,0.014408614390768586,0.03944354057312012,0.02245853617270692,100,3,linear,"{'C': 100, 'degree': 3, 'kernel': 'linear'}",0.8625,0.975,0.9125,0.8625,0.9625,0.915,0.04769696007084726,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.29123454093933104,0.04882222336730747,0.03741598129272461,0.0014385329652407425,100,3,poly,"{'C': 100, 'degree': 3, 'kernel': 'poly'}",0.675,0.9125,0.775,0.8125,0.75,0.7849999999999999,0.07802243267163615,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06931495666503906,0.008695419264462939,0.01972227096557617,0.002078864073880963,100,3,sigmoid,"{'C': 100, 'degree': 3, 'kernel': 'sigmoid'}",0.5625,0.7875,0.65,0.7375,0.725,0.6925,0.07850159234053791,27,0.921875,0.9,0.903125,0.89375,0.915625,0.906875,0.010345590848279273
